Judul Berita,Isi Berita,Tanggal Berita,Kategori Berita
Tangan Maling di Pasuruan Terluka Parah Terkena Ledakan Bondetnya Sendiri,"PASURUAN, KOMPAS.com - Warga Desa Kebonrejo, Kecamatan Grati, Kabupaten Pasuruan, Jawa Timur, berhasil menggagalkan aksi pencurian motor di depan Koperasi CMD.Nahas, pelaku yang mencoba melarikan diri justru terkena ledakan bondet atau bom ikan yang dibawanya. Telapak tangan dan jari tangan terluka parah akibat ledakan.""Tadi orangnya melarikan diri. Karena ketakutan akhirnya di menceburkan ke sawah dan ada bunyi ledakan itu,"" kata Salam, warga setempat, Rabu (17/9/2025).Baca juga: Program MBG di Kota Pasuruan Baru Jangkau 8 SekolahUsai terdengar ledakan, pelaku berinisial R langsung terkapar tak berdaya di sawah di Desa Bandaran, Kecamatan Winongan. Melihat banyaknya warga yang mengejar, pelaku pun hanya bisa diam dan meraung kesakitan.“Itu pelaku luka parah di sawah usai bondet yang dibawanya meledak,” ungkap Faizal, salah satu warga.Baca juga: Guru di Pasuruan Sudah Pelatihan Smartboard, tetapi Barangnya Masih MenungguSetelah beberapa saat kemudian, polisi yang datang ke lokasi langsung mengevakuasi korban ke RSUD R. Soedarsono.Kapolsek Grati, Iptu Prasetyo menjelaskan, pelaku R yang terkena bondet melakukan aksinya bersama rekannya berinisial M. Keduanya telah diamankan.""Dua pelaku berhasil diamankan, mereka masih dirawat di Rumah Sakit Grati dan RSUD Soedrasono, Kota Pasuruan,"" ungkapnya.Hingga kini, pihak kepolisian setempat masih melakukan penyelidikan kasus pencurian tersebut. ",17/09/2025,REGIONAL
"Prabowo Berhentikan 4 Pejabat, Hasan Nasbi Dicopot dari Kepala PCO","JAKARTA, KOMPAS.com - Presiden RI Prabowo Subianto memberhentikan empat pejabat Kabinet Merah Putih dalam reshuffle pada Rabu (17/9/2025).Keempat pejabat yang diberhentikan adalah Menteri BUMN Erick Thohir, Wakil Menteri Kehutanan (Wamenhut) Sulaiman Umar, Kepala Kantor Komunikasi Kepresidenan (PCO) Hasan Nasbi, dan Kepala Staf Kepresidenan (KSP) AM Putranto.Pemberhentian para pejabat itu diatur dalam Keputusan Presiden (Keppres) Nomor 96/P Tahun 2025 tentang Pemberhentian dan Pengangkatan Menteri dan Wakil Menteri Negara Tahun 2024-2029, yang dibacakan oleh Deputi Bidang Administrasi Aparatur Kementerian Sekretariat Negara, Nunik Purwanti.Baca juga: Daftar 11 Menteri dan Wamen yang Baru Dilantik Prabowo, Erick Thohir Resmi Jadi MenporaErick Thohir kini menjabat sebagai Menteri Pemuda dan Olahraga (Menpora) menggantikan Dito Ariotedjo yang dicopot pada Senin (7/9/2025) lalu.Sejauh ini, Prabowo belum menunjuk sosok yang akan menjadi Menteri BUMN menggantikan Erick Thohir.Sementara, Prabowo melantik Wakil KSP M Qodari menjadi KSP menggantikan AM Putranto.Kemudian, Wakil Menteri Komunikasi dan Informatika Angga Raka Prabowo dilantik menjadi Kepala Badan Komunikasi Pemerintah, nomenklatur baru PCO yang ditinggal Hasan Nasbi.Baca juga: Prabowo Lantik 2 Menteri, 3 Wamen, hingga Penasihat Khusus Bidang Reformasi PolriSedangkan, posisi Wamenhut yang ditinggal Sulaiman Umar kini diisi oleh politikus Partai Gerindra Rohmat Marzuki.Di samping itu, Prabowo juga melantik Djamari Chaniago sebagai Menteri koordinator Bidang Politik dan Keamanan, Farida Faricha sebagai Wakil Menteri Koperasi, Nanik Sudaryati Deyang dan Sony Sanjaya sebagai Wakil Kepala Badan Gizi Nasional.Kemudian, Sarah Sadiqa menjadi Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah, dan Ahmad Dofiri sebagai Penasihat Khusus Presiden Bidang Keamanan, Ketertiban Masyarakat, dan Reformasi Polri.",17/09/2025,NEWS
"Ini Daftar 11 Menteri, Wamen, dan Pimpinan Badan yang Dilantik Prabowo","JAKARTA, KOMPAS.com - Presiden Prabowo Subianto kembali melakukan reshuffle atau perombakan di Kabinet Merah Putih, pada Rabu (17/9/2025).Dalam pelantikan hari ini, Prabowo resmi menunjuk sejumlah nama untuk mengisi sejumlah posisi di pemerintahannya.Berikut adalah nama-nama yang dilantik Prabowo menjadi menteri, wakil menteri, dan pimpinan badan Kabinet Merah Putih:Baca juga: Prabowo Lantik Djamari Chaniago Jadi Menko Polkam, Gantikan Budi GunawanBaca juga: Prabowo Lantik Erick Thohir Jadi MenporaLantas, bagaimana latar belakang nama-nama yang dilantik Prabowo? Berikut profil singkatnya:Djamari Chaniago merupakan purnawirawan TNI kelahiran Padang, Sumatera Barat, pada 8 April 1949. Ia merupakan lulusan AKABRI pada 1971.Ia pernah menduduki sejumlah jabatan strategis di kemiliteran, seperti Panglima Komando Cadangan Strategis Angkatan Darat pada 23 Mei 1998 hingga 24 November 1999.Setelah itu, Djamari Chaniago menjabat sebagai Wakil Kepala Staf TNI Angkatan Darat pada 9 November 1999 hingga 1 Maret 2000.Namanya juga pernah mengisi kursi Kepala Staf Umum TNI pada 8 Maret 2000 sampai 16 Maret 2004.Baca juga: Menko Polkam Djamari Mengaku Dapat Pesan dari Prabowo: Gunakan Sisa Umur untuk Kepentingan BangsaNama Erick Thohir sebelumnya menjabat sebagai Menteri Badan Usaha Milik Negara (BUMN). Posisi tersebut didudukinya sejak masa pemerintahan Presiden ke-7 Republik Indonesia Joko Widodo (Jokowi).Prabowo kembali menunjuknya sebagai Menteri BUMN setelah terpilih dalam pemilihan presiden (Pilpres) 2024.Namun, nama Erick Thohir sebagai Menteri BUMN di Kabinet Merah Putih hanya bertahan kurang dari setahun.Kini, Ketua Umum Persatuan Sepakbola Seluruh Indonesia (PSSI) itu ditunjuk Prabowo sebagai Menpora, menggantikan Dito Ariotedjo.Baca juga: Erick Thohir Jawab Kemungkinan Mundur dari PSSI Usai Jadi MenporaKompas.com / Rahel Menko Polkam Djamari ChaniagoAfriansyah Noor sebelumnya dikenal sebagai Sekretaris Jenderal Partai Bulan Bintang (PBB) era Yusril Ihza Mahendra.Namanya juga pernah mengisi posisi sebagai Wakil Menteri Ketenagakerjaan (Wamenaker) pada era Presiden ke-7 RI Jokowi.Kini di kancah politik, Afriansyah Noor menduduki posisi sebagai Wakil Sekretaris Jenderal (Wasekjen) Partai Demokrat.",17/09/2025,NEWS
"Tampang Xiaomi 17 Pro Max Bocor, Punya Layar Bolak-balik","KOMPAS.com - Xiaomi dipastikan akan merilis flagship terbarunya dengan nama Xiaomi 17 Series. Kepastian ini diungkap langsung oleh Presiden Xiaomi, Lu Weibing, lewat akun media sosial Weibo di China.Menariknya, Xiaomi memutuskan melewati angka 16 dan langsung melompat ke seri 17. Langkah tersebut dilakukan agar flagship terbaru Xiaomi dapat bersaing langsung dengan iPhone 17 Series yang baru saja meluncur.""Lima tahun yang lalu, kami memulai strategi premium kami, belajar dari kompetitor terbesar dan melakukan benchmarking dengan iPhone. Hingga kini, Apple terus unggul. Namun, kami tetap percaya diri untuk bersaing di generasi dan level yang sama,"" kata Weibing.Xiaomi 17 Series akan hadir dalam tiga varian, yaitu Xiaomi 17, Xiaomi 17 Pro, dan Xiaomi 17 Pro Max. Formasi ini membuatnya semakin mirip dengan lini iPhone yang juga memiliki model reguler, Pro, dan Pro Max.Baca juga: 31 HP Xiaomi, Redmi, dan Poco yang Tak Kebagian Android 16Xiaomi Bocoran tampilan belakang Xiaomi 17 Pro MaxBelum ada spesifikasi resmi yang diumumkan. Namun, akun resmi Xiaomi di Weibo sempat mengunggah gambar yang diyakini sebagai Xiaomi 17 Pro Max.Bocoran itu memperlihatkan desain unik dengan modul kamera berbentuk persegi panjang yang dilengkapi layar mini di bagian belakang.Layar mini ini juga menjadi wadah atau modul dari kamera belakang. Jika dilihat, ukurannya hampir sepertiga bodi ponsel, mirip modul kamera iPhone 17 tapi lebih canggih. Artinya, Xiaomi 17 Pro Max bisa dibilang memiliki dua layar: layar utama di bagian depan dan layar kecil di belakang yang bisa menampilkan animasi jam analog berwarna hijau. Desain ini sekilas mengingatkan pada layar luar ponsel lipat Mix Flip 2.Modul kamera belakang Xiaomi 17 Pro Max terlihat menampung dua kamera vertikal, tambahan kamera ultrawide, serta lampu flash LED dengan label Leica, menandakan kelanjutan kolaborasi dengan produsen kamera asal Jerman tersebut.Meski begitu, unggahan gambar tersebut sudah dihapus dari akun resmi Xiaomi. Karena itu, belum dapat dipastikan apakah desain tersebut benar-benar wujud asli Xiaomi 17 Pro Max.Qualcomm Ilustrasi chipset Qualcomm Snapdragon 8 Gen 5Selain desain, Xiaomi juga memastikan bahwa seri terbarunya akan menjadi ponsel pertama di dunia yang ditenagai chipset terbaru Qualcomm, Snapdragon 8 Elite Gen 5. Chip ini dijadwalkan meluncur pada Snapdragon Summit, 23 September 2025.Baca juga: Xiaomi 15T Rilis Global 24 September, Ini Bocoran SpesifikasinyaMenurut bocoran yang beredar, Xiaomi 17 dan 17 Pro akan mengusung layar OLED 6,3 inci, sementara Pro Max berukuran 6,8 inci dengan resolusi 2K.Dari sisi daya, model reguler disebut membawa baterai 7.000 mAh, Pro 6.300 mAh, dan Pro Max 7.500 mAh dengan dukungan pengisian nirkabel.Untuk fotografi, varian Pro dan Pro Max kabarnya dibekali kamera utama 50 MP SmartSense 590, kamera ultrawide 50 MP, serta telefoto periskop 50 MP. Kamera depannya pun disebut membawa resolusi 50 MP.Xiaomi 17 Series dijadwalkan rilis pada September 2025, setelah peluncuran Snapdragon 8 Elite Gen 5. Semua detail resmi baru akan terungkap pada acara peluncurannya nanti.",17/09/2025,TEKNO
"Bendahara Gerindra Jateng Rohmat Marzuki Jadi Wamenhut, Geser Posisi Sulaiman Umar","JAKARTA, KOMPAS.com - Presiden Prabowo Subianto melantik Bendahara DPD Partai Gerindra Jawa Tengah (Jateng) Rohmat Marzuki sebagai Wakil Menteri Kehutanan (Wamenhut).Pelantikan Rohmat Marzuki ini dilakukan bersamaan dengan pelantikan menteri dan wamen lainnya di Istana, Jakarta, Rabu (17/9/2025).""Rohmat Marzuki, sebagai Wakil Menteri Kehutanan,"" ujar pemandu acara di lokasi.Dengan demikian, Rohmat Marzuki menggantikan Sulaiman Umar yang sebelumnya menjabat Wamenhut.Baca juga: Angga Raka Dilantik Prabowo Jadi Kepala Badan Komunikasi Pemerintah, Gantikan Hasan NasbiKini, Menteri Kehutanan (Menhut) Raja Juli Antoni akan dibantu oleh Rohmat Marzuki.""Memberhentikan dengan hormat, Sulaiman Umar, Wakil Menteri Kehutanan Kabinet Merah Putih Periode Tahun 2024–2029,"" imbuhnya.Diketahui, selain Bendahara DPD Gerindra Jateng, Rohmat Marzuki juga menjabat Ketua Fraksi Gerindra DPRD Jateng.Lalu, Rohmat juga menjabat anggota Komisi B DPRD Jateng Dapil Blora dan Grobogan, serta Kabid DPP Partai Gerindra.",17/09/2025,NEWS
"Soal Tunjangan Anggota DPRD, Ahmad Luthfi: Saya Jamin Tak Ada Kenaikan","UNGARAN, KOMPAS.com - Gubernur Jawa Tengah, Ahmad Luthfi, memberikan apresiasi kepada DPRD Kabupaten Semarang yang telah membatalkan rencana kenaikan tunjangan transportasi dan perumahan untuk anggotanya.""Apresiasi untuk DPRD dan juga Pemkab Semarang. Kemarin itu kita juga sudah rapat bersama wali kota dan bupati, termasuk DPRD kabupaten dan kota, semua sepakat tidak ada kenaikan tunjangan,"" kata Luthfi pada Rabu (17/9/2025) di Mal Pelayanan Publik Kabupaten Semarang.Luthfi menegaskan, berdasarkan hasil rapat tersebut, dirinya menjamin tidak akan ada kenaikan tunjangan di wilayah Jawa Tengah.""Tidak ada kenaikan, saya jamin di Jawa Tengah tidak ada,"" ungkapnya.Baca juga: Ahmad Luthfi Terbitkan SE Minta Kepala Daerah di Jateng Aktifkan Sistem Jogo Tonggo dan SiskamlingSebelumnya, Wakil Ketua DPRD Kabupaten Semarang, Suyadi, mengumumkan pembatalan rencana kenaikan tunjangan transportasi dan perumahan dalam Rapat Paripurna yang membahas Rancangan Peraturan Daerah tentang APBD Kabupaten Semarang tahun 2026 pada Senin (15/9/2025).Ketua DPRD Kabupaten Semarang, Bondan Marutohening, mengonfirmasi bahwa pihaknya telah mengirimkan surat kepada Bupati Semarang terkait permintaan pembatalan kenaikan tunjangan.""Surat sudah dikirim, tapi untuk besaran kenaikan tersebut saya lupa angkanya,"" kata Bondan di Gedung DPRD Kabupaten Semarang.Baca juga: Tunjangan Perumahan DPRD Kota Madiun Rp 14,5 Juta per Bulan, Ketua DPRD: Kita Paling SedikitBondan menjelaskan bahwa keputusan pembatalan tersebut merupakan respons terhadap aspirasi masyarakat.""Pesan positif dari masyarakat kita penuhi agar semua muaranya kembali ke masyarakat,"" ungkapnya.Bupati Semarang, Ngesti Nugraha, juga mengapresiasi keputusan DPRD Kabupaten Semarang untuk membatalkan kenaikan tunjangan tersebut.Baca juga: Ahmad Luthfi Dorong Industri Jasa Keuangan Beri Bantuan untuk 4,2 Juta UMKM di Jateng""Sesuai dengan arahan Gubernur Jateng terkait pembatalan tersebut, kami langsung koordinasi dengan DPRD mengenai tunjangan perumahan dan transportasi,"" ungkap Ngesti.""Nanti anggarannya kita arahkan ke kebijakan yang langsung dirasakan masyarakat, seperti penanganan stunting dan beasiswa pelajar, termasuk bantuan UMKM."" tambang Ngesti.Ngesti menyatakan kesepakatannya dengan keputusan tersebut, dengan mempertimbangkan kondisi dan situasi saat ini, termasuk dampak sosial, ekonomi, dan politik yang terjadi.",17/09/2025,REGIONAL
Jangan Abai dengan Kesehatan Aki Mobil,"JAKARTA, KOMPAS.com - Aki yang tidak sehat tentunya akan mempengaruhi performa kendaraan. Namun hingga saat ini masih banyak pemilik mobil yang abai dengan kesehatan aki kendaraannya.Juliyus, pemilik toko Berkah Aki Jaya yang berlokasi di Hayam Wuruk, Jakarta Barat, mengatakan,memerikas kondisi aki sebenarnya bisa dilakukan sendiri di rumah.""Caranya adalah cukup dengan memantau indikator atau mata kucing yang terdapat di aki. Jika perlu, bisa disiapkan alat voltmeter,"" katanya kepada Kompas.com, Selasa (16/8/2025).Lantaran banyak yang kerap abai dengan kesehatan aki, banyak pemilik mobil yang tetap memaksakan kendaraan untuk melaju meski kondisi aki telah tekor.Baca juga: Perbandingan Yamaha V4 dan M1 Inline-4 di MotoGP 2025Juliyus mengatakan, kebiasaan ini tentunya bisa berdampak pada mobil tidak bisa hidup. Sebab aki yang tekor bisa mempengaruhi sistem performa elektronik mobil.Bahkan mobil bisa mati mendadak. Biasanya pada kondisi ini pemilik mobil akan melakukan jumper pada aki. Namun tidak tidak semua mobil bisa di jumper.Pinterest Ilustrasi aki mobil.Baca juga: Mitsubishi Destinator Masuk 10 Mobil Terlaris, Apa Kata MMKSI?"" Untuk melakukan jumper aki mobil yang tepat adalah menggunakan kabel dengan standar dan ukuran yang aman. Lalu menggunakan aki cadangan yang sesuai,"" katanya.Juliyus juga mengatakan, gejala lainnya yang perlu diwaspadai saat aki mulai tidak sehat adalah aki sulit melakukan starter. Jika kondisi tersebut sudah muncul, maka harus segera menghubungi toko aki mobil terpercaya",17/09/2025,OTOMOTIF
"Profil Pendidikan dan Karier Djamari Chaniago, Menko Polkam Baru","KOMPAS.com - Djamari Chaniago dilantik menjadi Menteri Koordinator Bidang Politik dan Keamanan (Menkopolkam) RI oleh Presiden Prabowo Subianto, Rabu (17/9/2025).Pada tahun 1997-1999, Djamari Chaniago pernah menjabat sebagai anggota MPR RI.Djamari Chaniago memiliki latar belakang militer. Seorang purnawirawan berpangkat terakhir Letnan Jenderal TNI.Ia memiliki kedekatan dengan Prabowo karena dulu Djamari merupakan senior sang Presiden ketika masih menjadi prajurit.Baca juga: Profil Pendidikan Rahayu Saraswati, Keponakan Prabowo yang Mundur dari Anggota DPRDjamari lahir tanggal 8 April 1949 di Padang, Sumatera Barat. Saat ini usianya sudah 76 tahun. Ia kini merupakan anggota partai Gerindra.Dari pernikahannya dengan Hasnawati, Djamari memiliki tiga anak.Djamari menempuh pendidikan di AKABRI dan lulus pada tahun 1971 dan berasal dari kesatuan Infanteri Baret Hijau Kostrad.Sebagai informasi, Presiden Prabowo lulus tiga tahun kemudian.Setelah berseragam loreng hijau Djamari menjalankan dinas di TNI Angkatan Darat. Tahun 1997 ia menjabat sebagai Panglima Komando Daerah Militer III/Siliwangi selama satu tahun.Di tahun yang sama ia juga anggota MPR RI sebagai Fraksi Utusan Daerah Jawa Barat.Serta tahun 1998-1999 sebagai anggota MPR RI Fraksi ABRI.Baca juga: Jenguk Nadiem Makarim, Ini Pendidikan Franka Franklin yang Punya 2 Gelar Sarjana Sekaligus dari Luar NegeriMasih di tahun 1998, ia diangkat menjadi Panglima Komando Cadangan Strategis Angkatan Darat (Pangkostrad) dan diminta untuk meredam situasi nasional yang memanas usai lengsernya Presiden Soeharto.Kabar tidak sedap mengiringi posisinya sebagai Pangkostrad.Kedekatan Djamari dengan Panglima ABRI saat itu Jenderal TNI, Wiranto dinilai membuatnya mendapatkan jabatan penting dalam waktu singkat.Padahal sebelumnya Pangkostrad dijabat oleh Letjen TNI Jonny Lumintang. Alhasil Jonny hanya mengisi posisi tersebut satu hari.",17/09/2025,EDUKASI
"Sujud Tilawah: Pengertian, Hukum, Tata Cara, Bacaan, dan 15 Ayat Sajdah dalam Alquran","KOMPAS.com-Sujud tilawah adalah sujud yang dilakukan seorang muslim ketika membaca atau mendengar ayat-ayat sajdah, baik saat sedang sholat maupun di luar sholat.Dilansir dari laman Muhammadiyah, “Diriwayatkan dari Abu Hurairah ra., ia berkata: Rasulullah saw bersabda: Apabila seseorang membaca ayat sajdah lalu ia sujud, maka menyingkirlah syaithan dengan menangis berkata: Sungguh celaka, manusia diperintah sujud lalu ia sujud, maka baginya surga. Sedangkan aku diperintah sujud tetapi aku membangkang, maka bagiku neraka.” [HR. Ahmad, Muslim, dan Ibnu Majah].Baca juga: Sujud Sahwi: Tata Cara, Bacaan, dan Waktu Pelaksanaannya agar Sholat Tetap SahHukum sujud tilawah adalah sunnah.Hal ini berdasarkan hadis dari Umar ra., yang menjelaskan bahwa siapa yang bersujud akan mendapat pahala, dan siapa yang tidak bersujud tidak berdosa (HR. al-Bukhari).Pelaksanaan sujud tilawah dalam shalat mengikuti imam.Jika imam sujud ketika membaca ayat sajdah, maka makmum ikut sujud.Jika imam tidak sujud, maka makmum pun tidak perlu sujud.Hal ini sebagaimana diriwayatkan dari Zaid bin Aslam ra., ketika seorang anak membaca ayat sajdah di dekat Rasulullah SAW dan beliau tidak sujud, lalu bersabda bahwa anak itu menjadi imam, dan bila ia sujud maka beliau juga akan sujud (HR. Ibnu Abi Syaibah).Baca juga: Panduan Sujud Syukur: Doa dan Tata CaranyaKetika dilakukan di luar shalat, sujud tilawah tidak mensyaratkan wudhu atau pakaian khusus.Hal ini berdasarkan riwayat dari Ibnu Umar ra. yang melakukan sujud tilawah tanpa berwudhu (HR. al-Bukhari).Disunnahkan membaca takbir sebelum sujud tilawah, sebagaimana diriwayatkan dari Ibnu Umar ra., bahwa Nabi SAW membaca ayat sajdah, bertakbir, lalu bersujud, dan para sahabat ikut bersujud (HR. Abu Dawud).Sujud tilawah dilakukan sekali saja.Doa sujud tilawah berdasarkan riwayat dari Aisyah ra. adalah:“Sajada wajhii lil-ladzii khalaqahu wa shawwarahu wa syaqqa sam‘ahu wa basharahu wa bi haulihi wa quwwatihi.”Artinya: “Wajahku bersujud kepada Dzat yang menciptakan dan membentuknya, serta yang memberi pendengaran dan penglihatan dengan kekuasaan dan kekuatan-Nya.” (HR. Abu Dawud).Baca juga: Doa Duduk di Antara Dua Sujud: Teks Arab, Latin, dan ArtinyaDalam hadis riwayat ‘Amr bin ‘Ash ra., Rasulullah SAW mengajarkan bahwa terdapat 15 ayat sajdah dalam Al Quran.Tiga di antaranya berada di surat mufashshal (surat-surat pendek), dan dua terdapat dalam surat Al Hajj (HR. Abu Dawud dan Ibnu Majah).QS. al-A‘raf (7): 206QS. ar-Ra‘d (13): 15QS. an-Nahl (16): 49QS. al-Isra’ (17): 107QS. Maryam (19): 58QS. al-Hajj (22): 18QS. al-Hajj (22): 77QS. al-Furqan (25): 60QS. an-Naml (27): 25QS. as-Sajdah (32): 15QS. Shaad (38): 24QS. Fushshilat (41): 37QS. an-Najm (53): 62QS. al-Insyiqaq (84): 21QS. al-‘Alaq (96): 19Sujud tilawah adalah ibadah sunnah yang dilakukan ketika membaca atau mendengar ayat sajdah.Pelaksanaannya bisa dalam sholat mengikuti imam atau di luar sholat tanpa syarat wudhu.Dengan memahami tata cara, bacaan, dan daftar ayat sajdah, umat Islam dapat melaksanakan sujud tilawah dengan benar sesuai tuntunan Nabi SAW.",17/09/2025,CAHAYA
"Kepsek SMPN 1 Prabumulih Kembali Bertugas, Disambut Meriah Ratusan Siswa","KOMPAS.com – Polemik pencopotan Kepala SMP Negeri 1 Prabumulih, Roni Ardiansyah SPd MSi, akhirnya berakhir. Roni kembali memimpin sekolah dan disambut hangat oleh ratusan siswanya.Sebuah video yang dibagikan akun Instagram @prabumulihinsta pada Rabu (17/9/2025) memperlihatkan ratusan siswa berbaris rapi di halaman sekolah, menyambut Roni layaknya pahlawan. Sorakan, tepuk tangan, dan teriakan penuh semangat terdengar jelas, menandakan rasa cinta dan hormat mereka pada sang kepala sekolah.“Pov: kepala sekolah yang disayang semua muridnya,” tulis akun tersebut dalam keterangan video.Dalam rekaman lain, terlihat Roni tiba dengan mobil hitam yang diiringi beberapa kendaraan. Mobilnya perlahan masuk ke tengah kerumunan siswa. Begitu keluar, para murid langsung berdesakan mendekat dan berebut mencium tangannya.Suasana itu seolah menjadi simbol dukungan penuh dari siswa SMPN 1 Prabumulih terhadap kepala sekolahnya, yang kini terbukti tidak bersalah dan kembali menjabat.Tak hanya Roni, satpam sekolah bernama Ageng yang sebelumnya juga sempat diberhentikan ikut dipulihkan posisinya. Keduanya resmi kembali bertugas setelah sempat dicopot pada Senin (15/9/2025).Baca juga: Profil dan Harta Kekayaan Wali Kota Prabumulih yang Bantah Copot Kepsek SMP AnaknyaWali Kota Prabumulih, H Arlan, menyampaikan permohonan maaf atas polemik yang sempat terjadi.“Saya selaku wali kota Prabumulih menyampaikan permohonan maaf kepada pak Roni dan seluruh masyarakat kota Prabumulih,” ujar Arlan, dikutip dari Tribun Sumsel, Rabu.Arlan menegaskan kabar yang menyebut pencopotan Roni terjadi karena anaknya membawa mobil ke sekolah adalah tidak benar.“Itu berita hoax, saya belum memindahkan, baru menegur pak Roni karena ada masalah di sekolah. Kalau ini dianggap kesalahan, saya minta maaf kepada pak Roni dan masyarakat,” katanya.Sebelumnya, pencopotan Roni ramai diberitakan setelah ia menegur seorang siswa yang disebut anak pejabat daerah karena membawa mobil ke area sekolah. Isu tersebut viral dan menuai banyak kritik dari warganet.Baca juga: Mutasi Batal, Kepsek dan Satpam SMPN 1 Prabumulih Dipulihkan JabatannyaNamun, Wali Kota Prabumulih membantah pencopotan Roni berkaitan dengan kasus itu. Ia menegaskan hanya memberikan teguran, bukan pemberhentian.Artikel ini telah tayang di TribunSumsel.com dengan judul Momen Haru Murid SMPN 1 Prabumulih Sambut Kepsek Roni, Batal Dicopot Gegara Tegur Anak Pejabat",17/09/2025,PROV
"BMKG Deteksi 2 Bibit Siklon Tropis, Ini Wilayah yang Berpotensi Hujan Lebat Besok","KOMPAS.com - Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) mendeteksi adanya bibit siklon tropis 98W dan 99W di wilayah Indonesia. Bibit Siklon Tropis 98W tersebut terpantau di wilayah Laut Filipina Timur, bagian utara Maluku Utara, dengan kecepatan mencapai maksimum 15 knot (28 km/jam) dan tekanan udara minimum 1008 hPa.Sementara itu, Bibit Siklon Tropis 99W terpantau di wilayah Laut Filipina,  bagian timur Daratan Filipina, dengan kecepatan angin maksimum sekitar 20 knot (37 km/jam) dan tekanan udara minimum 1008 hPa.Baca juga: BMKG Prakirakan Wilayah Ini Akan Hujan 16-22 September 2025Berdasarkan analisis BMKG pada Selasa (16/9/2025) pukul 07.00 WIB, Bibit Siklon Tropis 98W masih berada di wilayah monitoring TCWC Jakarta, dengan pusat berada di Laut Filipina Barat. “Secara umum, potensi bibit 98W menjadi siklon tropis dalam 24 sampai 72 jam ke depan dalam kategori peluang rendah,” kata BMKG dalam rilisnya.Pada waktu yang sama, Bibit Siklon Tropis 99W juga masih berada di wilayah monitoring TCWC Jakarta, dengan pusat berada di sekitar Laut Filipina. “Secara umum potensi bibit 99W menjadi siklon tropis dalam 24 sampai 72 jam ke depan juga dalam kategori peluang rendah,” tulis BMKG dalam  rilis resminya.Lantas, apa dampak bibit siklon tropis tersebut bagi wilayah Indonesia?Baca juga: Awal Musim Hujan Akhir 2025 Tidak Serentak, BMKG Ungkap PenyebabnyaPrakirawan BMKG TCWC Jakarta, Dina Ike Ayu M, mengatakan kedua bibit siklon tropis tersebut berdampak tidak langsung terhadap kondisi cuaca di Indonesia.“Bibit 98W dan 99W memberikan dampak tidak langsung terhadap kondisi cuaca dan perairan di wilayah Indonesia dalam 48 jam kedepan, yakni pada Selasa (16/9/2025) pukul 07.00 WIB hingga Kamis (18/9/2025) pukul 07.00 WIB,” kata Dina ketika dihubungi Kompas.com pada Selasa (16/9/2025).Dina menyebutkan, dampak tidak langsung dari kedua bibit siklon tropis tersebut berupa potensi hujan sedang hingga hujan lebat di beberapa wilayah Indonesia, termasuk:Baca juga: BMKG Prediksi Beberapa Wilayah Indonesia Dilanda Musim Hujan di Atas Normal, Mana Saja?Selain itu, dampak tersebut juga berpengaruh pada tinggi gelombang dengan kategori sedang, yakni setinggi 1,25 sampai 2,5 meter di sejumlah perairan di Indonesia, antara lain:Baca juga: BMKG Prakirakan Wilayah Ini Akan Hujan 16-22 September 2025Dina mengungkapkan, penyebab munculnya bibit siklon tropis tersebut karena pengaruh berbagai faktor atmosfer.“Secara umum, munculnya bibit siklon tropis dipengaruhi oleh interaksi antara berbagai faktor atmosfer, seperti suhu muka laut yang hangat dan adanya gangguan atmosfer global,” kata Dina.Ia juga mengatakan bahwa wilayah Indonesia saat ini tengah berada dalam musim peralihan.“Hal itulah yang menyebabkan banyak terbentuknya daerah pusat tekanan rendah dan juga aktifnya gelombang atmosfer menjadi pendukung pertumbuhan bibit siklon tropis,” pungkas Dina.Baca juga: Kapan Puncak Musim Hujan 2025/2026? Ini Penjelasan BMKG",17/09/2025,TREN
