id,Text,clean,cluster
2704,Yup no more already... Thanx 4 printing n handing it up.,yup no more already thanx printing n handing it up,6
2705,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just p to optout txt stop to reply date now,4
2706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,6
2707,S now only i took tablets . Reaction morning only.,s now only i took tablets reaction morning only,6
2708,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt t cs,6
2709,"Nah, I'm a perpetual DD",nah i m a perpetual dd,6
2710,Sorry de i went to shop.,sorry de i went to shop,9
2711,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,hope you enjoyed your new content text stop to to unsubscribe help p provided by tones you co uk,6
2712,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,6
2713,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,6
2714,Nope i'm not drivin... I neva develop da photos lei...,nope i m not drivin i neva develop da photos lei,6
2715,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,5
2716,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool i am lt gt inches long hope you like them big,1
2717,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,6
2718,Okie.. Thanx..,okie thanx,6
2719,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,6
2720,Go where n buy? Juz buy when we get there lar.,go where n buy juz buy when we get there lar,6
2721,Ok lor...,ok lor,8
2722,I'm working technical support :)voice process.,i m working technical support voice process,6
2723,It's justbeen overa week since we broke up and already our brains are going to mush!,it s justbeen overa week since we broke up and already our brains are going to mush,5
2724,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",tunde how are you doing this is just wishing you a great day abiola,5
2725,Nope... C Ì_ then...,nope c then,6
2726,No. But we'll do medical missions to nigeria,no but we ll do medical missions to nigeria,6
2727,No i am not having not any movies in my laptop,no i am not having not any movies in my laptop,6
2728,Whatsup there. Dont u want to sleep,whatsup there dont u want to sleep,6
2729,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,urgent please call from landline cash or a luxury canary islands holiday await collection t cs sae award m aq ppm,6
2730,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call from your landline your complimentary lux costa del sol holiday or cash await collection ppm sae t cs james eh rr,6
2731,I havent lei.. Next mon can?,i havent lei next mon can,6
2732,Mm feeling sleepy. today itself i shall get that dear,mm feeling sleepy today itself i shall get that dear,6
2733,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,how dare you stupid i wont tell anything to you hear after i wont talk to you,6
2734,Do Ì_ noe if ben is going?,do noe if ben is going,5
2735,Can you do a mag meeting this avo at some point?,can you do a mag meeting this avo at some point,6
2736,I meant middle left or right?,i meant middle left or right,6
2737,Really? I crashed out cuddled on my sofa.,really i crashed out cuddled on my sofa,6
2738,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,6
2739,"I sent you the prices and do you mean the  &lt;#&gt; g,",i sent you the prices and do you mean the lt gt g,1
2740,Are you this much buzy,are you this much buzy,6
2741,Nothing. Can...,nothing can,6
2742,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,i don t know u and u don t know me send chat to now and let s find each other only p msg rcvd hg suite lands row w j hl ldn years or over,2
2743,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,no am working on the ringing u thing but have whole houseful of screaming brats so am pulling my hair out loving u,6
2744,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,0
2745,"Tick, tick, tick ... Babe",tick tick tick babe,9
2746,R Ì_ going 4 today's meeting?,r going today s meeting,5
2747,K da:)how many page you want?,k da how many page you want,6
2748,Ya had just now.onion roast.,ya had just now onion roast,4
2749,Send his number and give reply tomorrow morning for why you said that to him like that ok,send his number and give reply tomorrow morning for why you said that to him like that ok,0
2750,You said not now. No problem. When you can. Let me know.,you said not now no problem when you can let me know,2
2751,Ok but tell me half an hr b4 u come i need 2 prepare.,ok but tell me half an hr b u come i need prepare,8
2752,Play w computer? Aiyah i tok 2 u lor?,play w computer aiyah i tok u lor,6
2753,Sat right? Okay thanks... ,sat right okay thanks,6
2754,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,6
2755,Ok Chinese food on its way. When I get fat you're paying for my lipo.,ok chinese food on its way when i get fat you re paying for my lipo,8
2756,We r outside already.,we r outside already,6
2757,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,have a good trip watch out for remember when you get back we must decide about easter,6
2758,Yo we are watching a movie on netflix,yo we are watching a movie on netflix,6
2759,What time. IÛ÷m out until prob 3 or so,what time i m out until prob or so,6
2760,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,6
2761,I dont thnk its a wrong calling between us,i dont thnk its a wrong calling between us,6
2762,I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu i know only about noon menu,2
2763,ARR birthday today:) i wish him to get more oscar.,arr birthday today i wish him to get more oscar,6
2764,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,6
2765,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,4
2766, and  picking them up from various points,and picking them up from various points,6
2767,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,married local women looking for discreet action now real matches instantly to your phone text match to msg cost p stop txt stop bcmsfwc n xx,6
2768,Wow v v impressed. Have funs shopping!,wow v v impressed have funs shopping,6
2769,I am on the way to ur home,i am on the way to ur home,6
2770,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,burger king wanna play footy at a top stadium get burger king before st sept and go large or super with coca cola and walk out a winner,6
2771,No problem. Talk to you later,no problem talk to you later,6
2772,Then ur sis how?,then ur sis how,6
2773,Still in customer place,still in customer place,6
2774,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,6
2775,"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw also telugu thts gud k gud nyt,6
2776,We confirm eating at esplanade?,we confirm eating at esplanade,6
2777,Send me your id and password,send me your id and password,6
2778,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,6
2779,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",for ur chance to win a cash every wk txt action to t s c s custcare x p wk,6
2780,Well I might not come then...,well i might not come then,6
2781,Long after I quit. I get on only like 5 minutes a day as it is.,long after i quit i get on only like minutes a day as it is,0
2782,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,6
2783,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,well at this right i m gonna have to get up and check today s steam sales pee so text me when you want me to come get you,6
2784,"Just arrived, see you in a couple days &lt;3",just arrived see you in a couple days lt,4
2785,"K, wat s tht incident?",k wat s tht incident,6
2786,Yeah get the unlimited,yeah get the unlimited,6
2787,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,cthen i thk shd b enuff still got conclusion n contents pg n references i ll b doing da contents pg n cover pg,6
2788,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot it takes me years to shower sorry where you at your phone dead yet,9
2789,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,got wat to buy tell us then no need to come in again,6
2790,When you are big..| God will bring success.,when you are big god will bring success,6
2791,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,u ve bin awarded to play instant cash call to claim every th player wins min optout,6
2792,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon ham,6
2793,Not from this campus. Are you in the library?,not from this campus are you in the library,6
2794,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",the affidavit says lt gt e twiggs st division g courtroom lt gt lt time gt am i ll double check and text you again tomorrow,1
2795,How will I creep on you now? ;_;,how will i creep on you now,6
2796,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell your friends what you plan to do on valentines day lt url gt,1
2797,If I get there before you after your ten billion calls and texts so help me god,if i get there before you after your ten billion calls and texts so help me god,6
2798,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng musthu,4
2799,I've told him that i've returned it. That should i re order it.,i ve told him that i ve returned it that should i re order it,6
2800,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office,6
2801,Depends on where u going lor.,depends on where u going lor,5
2802,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,7
2803,FreeMsg>FAV XMAS TONES!Reply REAL,freemsg fav xmas tones reply real,6
2804,Lil fever:) now fine:),lil fever now fine,5
2805,I think it's all still in my car,i think it s all still in my car,7
2806,Can a not?,can a not,6
2807,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,6
2808,Yes princess! I want to catch you with my big strong hands...,yes princess i want to catch you with my big strong hands,6
2809,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah i forgot u can only take out shopping at once,6
2810,Mm so you asked me not to call radio,mm so you asked me not to call radio,6
2811,Thinkin about someone is all good. No drugs for that,thinkin about someone is all good no drugs for that,6
2812,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say this slowly god i love you amp i need you clean my heart with your blood send this to ten special people amp u c miracle tomorrow do it pls pls do it,6
2813,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,6
2814,"Alright if you're sure, let me know when you're leaving",alright if you re sure let me know when you re leaving,2
2815,Some are lasting as much as 2 hours. You might get lucky.,some are lasting as much as hours you might get lucky,6
2816,Genius what's up. How your brother. Pls send his number to my skype.,genius what s up how your brother pls send his number to my skype,6
2817,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr poly tones all mobs direct u rply with poly title to eg poly breathe titles crazyin sleepingwith finest ymca getzed co uk pobox o w wq p,6
2818,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin dinner den i might b able to join,6
2819,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,don t forget who owns you and who s private property you are and be my good boy always passionate kiss,6
2820,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora it s not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,6
2821,Oh god..taken the teeth?is it paining,oh god taken the teeth is it paining,6
2822,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,6
2823,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,then u ask darren go n pick u lor but i oso sian tmr haf meet lect,6
2824,No need to buy lunch for me.. I eat maggi mee..,no need to buy lunch for me i eat maggi mee,6
2825,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute bt national rate,4
2826,Ok lor...,ok lor,8
2827,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right ok i ll make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,6
2828,Wife.how she knew the time of murder exactly,wife how she knew the time of murder exactly,6
2829,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo pobox w wq txtno no ads p,9
2830,Howz that persons story,howz that persons story,6
2831,Thanx 4 sending me home...,thanx sending me home,6
2832,Its normally hot mail. Com you see!,its normally hot mail com you see,6
2833,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",you ve won tkts to the euro cup final or cash to collect call b pobox ppm,6
2834,U sick still can go shopping?,u sick still can go shopping,6
2835,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya they are well and fine bbd pooja full pimples even she become quite black and ur rite here its too cold wearing sweatter,6
2836,Nice.nice.how is it working?,nice nice how is it working,6
2837,1's reach home call me.,s reach home call me,6
2838,Were trying to find a Chinese food place around here,were trying to find a chinese food place around here,6
2839,"Easy mate, * guess the quick drink was bit ambitious.",easy mate guess the quick drink was bit ambitious,6
2840,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe i miiiiiiissssssssss you i need you i crave you geeee i m so sad without you babe i love you,9
2841,Ok thanx...,ok thanx,8
2842,aathi..where are you dear..,aathi where are you dear,6
2843,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji how s the queen how are you doing this is just wishing you a great day abiola,5
2844,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,9
2845,Will be out of class in a few hours. Sorry,will be out of class in a few hours sorry,9
2846,Wat time u finish ur lect today?,wat time u finish ur lect today,6
2847,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",free message jamster get the crazy frog sound now for poly text mad for real text mad to crazy sounds for just gbp week only t c s apply,4
2848,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy b day boss i felt special she askd me lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked,6
2849,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,4
2850,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,she s fine good to hear from you how are you my dear happy new year oh,5
2851,Are you going to wipro interview today?,are you going to wipro interview today,5
2852,how tall are you princess?,how tall are you princess,6
2853,I doubt you could handle 5 times per night in any case...,i doubt you could handle times per night in any case,6
2854,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,haha hope can hear the receipt sound gd luck,6
2855,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,your gonna be the death if me i m gonna leave a note that says its all robs fault avenge me,6
2856,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanese proverb if one can do it u too can do it if none can do it u must do it indian version if one can do it let him do it if none can do it leave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,6
2857,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,today i m not workin but not free oso gee thgt u workin at ur fren s shop,6
2858,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,4
2859,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,6
2860,I want to be there so i can kiss you and feel you next to me,i want to be there so i can kiss you and feel you next to me,6
2861,I am not at all happy with what you saying or doing,i am not at all happy with what you saying or doing,6
2862,Adult 18 Content Your video will be with you shortly,adult content your video will be with you shortly,6
2863,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,7
2864,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,what i m saying is if you haven t explicitly told nora i know someone i m probably just not gonna bother,4
2865,He says hi and to get your ass back to south tampa (preferably at a kegger),he says hi and to get your ass back to south tampa preferably at a kegger,6
2866,Smith waste da.i wanna gayle.,smith waste da i wanna gayle,6
2867,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum i ve sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,4
2868,"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow around lt gt it is,1
2869,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,6
2870,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,4
2871,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at how was your night,6
2872,See you there! ,see you there,6
2873,I dont understand your message.,i dont understand your message,6
2874,Crucify is c not s. You should have told me earlier.,crucify is c not s you should have told me earlier,6
2875,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",idk you keep saying that you re not but since he moved we keep butting heads over freedom vs responsibility and i m tired i have so much other shit to deal with that i m barely keeping myself together once this gets added to it,6
2876,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key and fuck her come over anyway tho,6
2877,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,6
2878,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boys want hot xxx pics sent direct ur phone txt porn to hrs free and then just p per day to stop text stopbcm sf wc n xx,4
2879,U still painting ur wall?,u still painting ur wall,6
2880,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",last chance claim ur worth of discount vouchers today text shop to now savamob offers mobile t cs savamob pobox m uz sub,6
2881,Printer is cool. I mean groovy. Wine is groovying,printer is cool i mean groovy wine is groovying,6
2882,Hi Harish's rent has been transfred to ur Acnt.,hi harish s rent has been transfred to ur acnt,6
2883,Anything lor is she coming?,anything lor is she coming,6
2884,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe is really good nowadays lot of shop and showrooms city is shaping good,6
2885,ÌÏ still attending da talks?,still attending da talks,6
2886,No probs hon! How u doinat the mo?,no probs hon how u doinat the mo,6
2887,K I'll take care of it,k i ll take care of it,6
2888,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,i take it we didn t have the phone callon friday can we assume we won t have it this year now,6
2889,My battery is low babe,my battery is low babe,9
2890,Shuhui has bought ron's present it's a swatch watch...,shuhui has bought ron s present it s a swatch watch,6
2891,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",yeah there s quite a bit left i ll swing by tomorrow when i get up,6
2892,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe you said hours and it s been almost is your internet down,9
2893,K I'll be sure to get up before noon and see what's what,k i ll be sure to get up before noon and see what s what,6
2894,K...k...yesterday i was in cbe .,k k yesterday i was in cbe,6
2895,Went to ganesh dress shop,went to ganesh dress shop,6
2896,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",pdate now double mins and txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd on or call optout yhl,6
2897,ÌÏ collecting ur laptop then going to configure da settings izzit?,collecting ur laptop then going to configure da settings izzit,5
2898,If you r @ home then come down within 5 min,if you r home then come down within min,6
2899,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight i should be there by at the latest probably closer to are jay and tyler down or should we just do two trips,4
2900,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,come aftr lt decimal gt now i m cleaning the house,1
2901,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cash balance is currently pounds to maximize ur cash in now send cash to only p msg cc po box tcr w,6
2902,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",bill as in are there any letters for me i m expecting one from orange that isn t a bill but may still say orange on it,6
2903,Tell me pa. How is pain de.,tell me pa how is pain de,6
2904,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a man gang bang,9
2905,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ha you don t know either i did a a clever but simple thing with pears the other day perfect for christmas,2
2906,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,5
2907,ALRITE,alrite,6
2908,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,6
2909,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only,6
2910,How do you guys go to see movies on your side.,how do you guys go to see movies on your side,6
2911,"Sorry,in meeting I'll call later",sorry in meeting i ll call later,3
2912,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,you didn t have to tell me that now i m thinking plus he s going to stop all your runs,5
2913,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,kindly send some one to our flat before lt decimal gt today,1
2914,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorry u can not unsubscribe yet the mob offer package has a min term of weeks pls resubmit request after expiry reply themob help more info,6
2915,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,nothing lor a bit bored too then y dun u go home early sleep today,6
2916,What time should I tell my friend to be around?,what time should i tell my friend to be around,6
2917,Yes. that will be fine. Love you. Be safe.,yes that will be fine love you be safe,9
2918,Thanks chikku..:-) gud nyt:-*,thanks chikku gud nyt,6
2919,Is xy in ur car when u picking me up?,is xy in ur car when u picking me up,6
2920,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx the time we ve spent geva its bin mint ur my baby and all i want is u xxxx,6
2921,"Yo, any way we could pick something up tonight?",yo any way we could pick something up tonight,6
2922,I've not sent it. He can send me.,i ve not sent it he can send me,6
2923,Fine am simply sitting.,fine am simply sitting,5
2924,Thts god's gift for birds as humans hav some natural gift frm god..,thts god s gift for birds as humans hav some natural gift frm god,6
2925,Are you coming to day for class.,are you coming to day for class,5
